SNO,Row Labels,Count of SKU7_CODE,Sum of NET_SALES_WEIGHT_IN_KGS,PARTY_HLL_CODE,Lat,lng,SERVICING PLG,"Det,D+F",FNB,HUL,PP,Bills
504,GSV38182,6,1.024,HUL-431007D-P35042,12.97146485,77.50806118,PP,0,0,0,1,1
505,GSV38183,1,2.88,HUL-431007D-P36711,12.97083763,77.50867228,PP,0,0,0,1,1
506,GSV38184,3,6.06,HUL-431007D-PAR0046,12.9721583,77.5075029,PP,0,0,0,1,1
507,GSV38185,6,1.636,HUL-431007D-PAR1542,12.96994253,77.509276,PP,0,0,0,1,1
508,GSV38186,8,2.081,HUL-431007D-PAR1936,12.97144948,77.50798695,PP,0,0,0,1,1
509,GSV38187,1,1.152,HUL-431611D-P20229,12.97591808,77.51168916,PP,0,0,0,1,1
510,GSV38188,15,3.302,HUL-431611D-P30639,12.97276666,77.50580833,PP,0,0,0,1,1
511,GSV38189,3,6.144,HUL-431611D-P31445,12.96796145,77.5018828,PP,0,0,0,1,1
512,GSV38190,3,1.152,HUL-431007D-PAR0903,12.9722343,77.5070294,PP,0,0,0,1,1
513,GSV38191,5,6.128,HUL-431611D-P34598,12.97238525,77.51123326,PP,0,0,0,1,1
514,GSV38192,8,0.744,HUL-431611D-P34628,12.9725024,77.5117711,PP,0,0,0,1,1
515,GSV38193,59,13.4,HUL-431611D-P37414,12.9766481,77.5124949,PP,0,0,0,1,1
516,GSV38194,49,7.783,HUL-431007D-P25178,12.9706383,77.5101723,PP,0,0,0,1,1
517,GSV38195,3,6.21,HUL-431007D-P31117,12.97010306,77.50870209,PP,0,0,0,1,1
518,GSV38196,3,0.582,HUL-4310851516,12.96404048,77.52140232,PP,0,0,0,1,1
519,GSV38197,8,4.1,HUL-431007D-PAR0204,12.96296503,77.52342948,PP,0,0,0,1,1
520,GSV38198,2,1.416,HUL-431007D-PAR1311,12.95728159,77.51876008,PP,0,0,0,1,1
521,GSV38199,15,2.818,HUL-431007D-PAR1444,12.9584948,77.5181359,PP,0,0,0,1,1
522,GSV38200,33,15.072,HUL-431007D-PAR1745,12.96197321,77.52243227,PP,0,0,0,1,1
523,GSV38201,11,11.416,HUL-431007D-PAR2132,12.96179957,77.52217704,PP,0,0,0,1,1
524,GSV38202,1,0.216,HUL-431611D-P26259,12.9610166,77.52310994,PP,0,0,0,1,1
525,GSV38203,1,0.216,HUL-431611D-P34840,12.96055957,77.52109714,PP,0,0,0,1,1
526,GSV38204,22,3.206,HUL-431611D-P37299,12.96225208,77.52058985,PP,0,0,0,1,1
527,GSV38205,7,0.411,HUL-431007D-P24239,12.9596377,77.5183853,PP,0,0,0,1,1
528,GSV38206,10,1.282,HUL-431011D-MKG930,12.95565543,77.51539027,PP,0,0,0,1,1
529,GSV38207,8,2.662,HUL-431007D-PAR0311,12.95718914,77.51581825,PP,0,0,0,1,1
530,GSV38208,17,3.492,HUL-431007D-PAR0414,12.9551717,77.5156434,PP,0,0,0,1,1
531,GSV38209,2,0.224,HUL-431007D-PAR1908,12.95564401,77.51676217,PP,0,0,0,1,1
532,GSV38210,8,2.135,HUL-431611D-P26599,12.9586487,77.5166216,PP,0,0,0,1,1
533,GSV38211,3,1.728,HUL-431007D-P25928,12.95949166,77.51362666,PP,0,0,0,1,1
534,GSV38212,27,4.497,HUL-431611D-P34205,12.95701666,77.51743833,PP,0,0,0,1,1
535,GSV38213,7,1.457,HUL-431611D-P34776,12.95759584,77.51600533,PP,0,0,0,1,1
536,GSV38214,8,2.704,HUL-431611D-P36949,12.9619801,77.51371084,PP,0,0,0,1,1
537,GSV38216,9,2.136,HUL-431007D-P24649,12.956945,77.51555166,PP,0,0,0,1,1
538,GSV38217,9,1.44,HUL-431007D-P26288,12.957113,77.5186105,PP,0,0,0,1,1
539,GSV38218,2,1.118,HUL-431007D-P35272,12.977535,77.5372,PP,0,0,0,1,1
540,GSV38219,4,0.286,HUL-431007D-PAR1278,12.96691333,77.53214166,PP,0,0,0,1,1
541,GSV38220,10,1.747,HUL-431611D-P19689,12.97907428,77.5340609,PP,0,0,0,1,1
542,GSV38221,8,2.067,HUL-431611D-P25934,12.97701715,77.53665256,PP,0,0,0,1,1
543,GSV38222,14,2.474,HUL-431007D-PAR2339,12.9756192,77.5359063,PP,0,0,0,1,1
544,GSV38223,10,1.99,HUL-431611D-P34325,12.97849166,77.53556833,PP,0,0,0,1,1
545,GSV38224,27,4.196,HUL-431611D-P37329,12.975181,77.5379408,PP,0,0,0,1,1
546,GSV38225,46,19.716,HUL-431611D-P37399,12.9494098,77.536086,PP,0,0,0,1,1
547,GSV38226,8,1.244,HUL-431007D-PAR1878,12.9450215,77.4914548,PP,0,0,0,1,1
548,GSV38227,13,2.907,HUL-431007P-PAR2462,12.94521685,77.49531414,PP,0,0,0,1,1
549,GSV38228,2,0.36,HUL-431329D-KNP68,12.9443297,77.4948877,PP,0,0,0,1,1
550,GSV38229,2,0.13,HUL-431329F-P055,12.97182934,77.48828268,PP,0,0,0,1,1
551,GSV38230,27,5.045,HUL-431467P1,12.9444328,77.493009,PP,0,0,0,1,1
552,GSV38231,5,1.124,HUL-431036D-P6999,12.94185495,77.49179007,PP,0,0,0,1,1
553,GSV38232,10,0.425,HUL-431036D-P8397,12.97032197,77.48308189,PP,0,0,0,1,1
554,GSV38233,10,2.18,HUL-431611D-P33702,12.94593471,77.49750905,PP,0,0,0,1,1
555,GSV38234,5,1.669,HUL-431611D-P34820,12.94188805,77.49431375,PP,0,0,0,1,1
556,GSV38235,13,2.861,HUL-431007D-P22533,12.94163592,77.49310327,PP,0,0,0,1,1
557,GSV38236,2,2.82,HUL-431007D-PAR0696,12.9176559,77.5483282,DETS,1,0,0,0,1
558,GSV38237,15,13.55,HUL-431007D-PAR1881,12.9132883,77.5432899,DETS,1,0,0,0,1
559,GSV38238,34,456.388,KN56008560985,12.92036131,77.54466224,DETS,1,0,0,0,1
560,GSV38239,1,0.1,HUL-431007D-PAR2383,12.9170967,77.5419547,DETS,1,0,0,0,1
561,GSV38240,11,15.872,HUL-431611D-P29044,12.91906878,77.54509105,DETS,1,0,0,0,1
562,GSV38241,9,9.625,HUL-431762D-P19511,12.91716685,77.54181383,DETS,1,0,0,0,1
563,GSV38242,4,17.48,HUL-431611D-P31300,12.91699823,77.54193677,DETS,1,0,0,0,1
564,GSV38243,32,96.061,HUL-431611D-P31375,12.90869832,77.53452345,DETS,1,0,0,0,1
565,GSV38244,5,13.46,HUL-431611D-P33995,12.90931462,77.53881936,DETS,1,0,0,0,1
566,GSV38245,16,53.94,HUL-431611D-P36446,12.90821,77.53140833,DETS,1,0,0,0,1
567,GSV38246,27,75.052,HUL-431611D-P36932,12.91965714,77.54552456,DETS,1,0,0,0,1
568,GSV38247,31,64.497,HUL-431007D-P23673,12.91503272,77.53979907,DETS,1,0,0,0,1
569,GSV38248,10,61.54,HUL-431007D-P25268,12.91740047,77.5426077,DETS,1,0,0,0,1
